"f10","f15","b1","b2","b3","age","numkids","partner","selfempl","nonequity.wealth.cat","lincome","male","adv.lit.index","bsc.lit.index","edu1","edu2","edu3","edu4","edu5","edu6","retired","mkt.part"
"better","intermediate or high","5","a lot","a lot","40s",1,"Ja",NA,NA,10.636173,"male",0.6619944,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","hardly at all","some","40s",3,"Ja",NA,NA,10.881237,"male",0.78178149,0.79180282,0,0,0,1,0,0,0,NA
"worse","low","5","little","some",">60",0,"Ja",0,"4",10.296326,"male",0.85739416,0.79180282,0,0,1,0,0,0,0,1
"better","intermediate or high","7 zeer goed","a lot","a lot",">60",0,"Ja",NA,NA,NA,"male",0.9449876,0.79180282,0,0,0,0,1,0,0,NA
"worse","intermediate or high","3","little","little",">60",0,"Ja",0,"4",10.514971,"female",-0.1650245,-0.14602637,0,1,0,0,0,0,1,0
"no sibling","dont know","4","hardly at all","little",">60",0,"Nee",NA,NA,NA,"male",-0.7000826,0.79180282,0,0,1,0,0,0,1,NA
"better","intermediate or high","Ik weet het niet","hardly at all","hardly at all",">60",0,"Ja",0,"4",9.9130096,"male",0.029055918,0.79180282,0,0,1,0,0,0,1,1
"no sibling","intermediate or high","6","hardly at all","some",">60",0,"Nee",0,"4",9.9355431,"female",0.26349664,0.79180282,0,0,0,1,0,0,1,1
"worse","intermediate or high","4","hardly at all","little","40s",2,"Ja",0,"2",9.642602,"female",0.16645712,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","6","some","some","50s",2,"Ja",0,"4",10.408545,"male",0.96102041,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","3","little","some",">60",0,"Ja",0,"2",9.7690601,"female",0.70112365,-1.9398515,0,1,0,0,0,0,0,1
"no sibling","dont know","Ik weet het niet","hardly at all","hardly at all","50s",3,"Nee",0,"2",9.9106703,"male",-2.9202559,-4.6797991,0,0,1,0,0,0,0,0
"no sibling","low","2","some","little","40s",0,"Ja",NA,NA,9.4535313,"male",-1.2599584,0.49042296,0,0,1,0,0,0,0,NA
"better","intermediate or high","6","little","some",">60",0,"Ja",0,"3",10.093988,"male",0.24003036,-3.5108159,0,1,0,0,0,0,1,0
"no sibling","dont know","4","little","little",">60",0,"Ja",0,"4",9.7854061,"female",-2.1532371,0.49042296,1,0,0,0,0,0,1,0
"better","low","4","some","little","40s",2,"Ja",0,"1",10.185184,"male",0.89946336,0.49042296,0,0,1,0,0,0,0,1
"no sibling","intermediate or high","4","some","some",">60",0,"Nee",NA,NA,NA,"female",0.60549653,-2.5763009,0,0,0,0,0,1,1,NA
"better","intermediate or high","5","little","some","50s",0,"Ja",0,"4",10.179552,"male",0.79863089,0.79180282,0,1,0,0,0,0,0,1
"better","intermediate or high","6","some","little",">60",0,"Ja",0,"3",10.321756,"male",0.70433867,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","4","little","little",">60",0,"Ja",0,"1",9.8646574,"male",-2.4173326,-1.0103158,0,1,0,0,0,0,1,0
"better","intermediate or high","5","some","some",">60",0,"Ja",0,"4",10.039108,"male",-0.24360189,-0.44740623,0,1,0,0,0,0,0,0
"no sibling","dont know","5","a lot","little","50s",0,"Nee",0,"4",10.078983,"male",0.18499933,0.49042296,0,0,1,0,0,0,0,1
"worse","intermediate or high","4","hardly at all","some",">60",0,"Nee",NA,NA,NA,"male",-0.055933163,0.79180282,0,0,0,0,0,1,1,NA
"worse","dont know","4","little","some",">60",0,"Ja",0,"2",9.3149414,"male",0.28790173,0.79180282,0,0,0,0,1,0,1,1
"better","intermediate or high","6","a lot","some","50s",2,"Ja",0,"1",9.7748404,"male",-1.901059,-2.5763009,0,0,0,0,1,0,0,0
"better","intermediate or high","6","a lot","some",">60",0,"Nee",0,"3",9.7235909,"male",0.9624154,0.49042296,0,0,0,0,1,0,0,1
"worse","intermediate or high","6","a lot","some","50s",0,"Ja",0,"4",10.22699,"male",0.87911451,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","4","some","little",">60",0,"Ja",0,"4",10.366357,"male",0.81572121,0.79180282,0,0,0,0,0,1,1,0
"better","intermediate or high","6","some","some","40s",2,"Ja",0,"3",10.448504,"male",0.85747272,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","2","some","little",">60",1,"Ja",NA,NA,NA,"male",-0.48359674,0.49042296,0,0,0,0,0,1,0,NA
"better","intermediate or high","Ik weet het niet","hardly at all","little",">60",0,"Ja",0,"4",9.9012632,"female",-0.34214881,-4.6797991,0,1,0,0,0,0,0,0
"worse","intermediate or high","5","little","some","40s",3,"Ja",0,"4",9.9882421,"female",0.30447736,0.15866753,0,0,1,0,0,0,0,0
"better","intermediate or high","5","some","little","40s",0,"Nee",0,"1",9.5772676,"male",0.7235778,0.79180282,0,0,0,1,0,0,0,0
"worse","intermediate or high","6","some","some",">60",0,"Ja",0,"4",10.596498,"female",0.54848653,0.79180282,0,0,0,0,1,0,1,0
"worse","intermediate or high","5","some","some",">60",0,"Ja",0,"4",10.248847,"male",0.74038255,0.79180282,0,1,0,0,0,0,1,1
"better","intermediate or high","4","little","little","50s",0,"Nee",0,"1",9.2837667,"female",0.72749764,-0.14602637,0,0,0,1,0,0,0,0
"worse","intermediate or high","6","a lot","a lot",">60",0,"Ja",0,"4",9.9063282,"male",0.89946336,0.79180282,1,0,0,0,0,0,1,0
"better","intermediate or high","4","little","little","50s",1,"Ja",0,"2",10.197033,"female",0.17561524,-4.3784194,0,1,0,0,0,0,0,0
"better","intermediate or high","5","little","little",">60",0,"Ja",0,"4",10.057549,"male",0.14028013,-0.14271231,0,0,0,0,1,0,1,0
"better","intermediate or high","2","hardly at all","little","50s",0,"Nee",0,"3",10.40829,"male",-0.11702218,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","4","some","a lot","50s",0,"Ja",0,"4",10.652344,"male",0.78178149,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","5","little","some","40s",0,"Nee",0,"2",9.9254856,"female",0.89946336,0.79180282,0,0,0,0,0,1,0,1
"worse","intermediate or high","4","hardly at all","some",">60",0,"Ja",0,"4",10.32482,"female",0.75377887,0.49042296,0,1,0,0,0,0,1,0
"no sibling","intermediate or high","4","hardly at all","little","50s",2,"Ja",0,"2",11.099519,"male",0.85747272,0.79180282,0,0,0,0,1,0,0,1
"worse","intermediate or high","2","little","some",">60",0,"Ja",0,"4",9.5967836,"male",0.66274452,0.79180282,0,0,1,0,0,0,1,0
"better","intermediate or high","5","hardly at all","some",">60",0,"Ja",0,"4",9.675951,"female",-2.161674,-0.14602637,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","6","a lot","some","30s",0,"Ja",0,"3",9.6245766,"female",-0.011503107,-0.14271231,0,0,0,1,0,0,0,0
"better","intermediate or high","5","little","little",">60",0,"Ja",0,"4",10.215277,"male",0.9624154,-0.14602637,0,0,0,0,1,0,1,1
"better","low","7 zeer goed","a lot","some",">60",0,"Ja",NA,NA,10.511637,"male",0.82272071,0.79180282,0,1,0,0,0,0,1,NA
"better","intermediate or high","4","some","some","50s",0,"Nee",0,"2",9.5887718,"male",0.8910414,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","4","hardly at all","little","40s",2,"Ja",NA,NA,9.8297586,"male",0.82013547,0.79180282,0,0,1,0,0,0,0,NA
"no sibling","low","5","hardly at all","some",">60",0,"Ja",0,"4",10.163151,"male",0.85747272,0.49042296,0,0,0,0,1,0,0,1
"no sibling","intermediate or high","5","little","little",">60",0,"Ja",0,"4",10.436316,"male",0.77091503,0.49042296,0,0,0,1,0,0,1,0
"no sibling","dont know","Ik weet het niet","hardly at all","hardly at all","40s",2,"Ja",0,"4",10.429753,"male",-2.4862831,-4.6797991,0,0,1,0,0,0,0,1
"better","intermediate or high","4","some","some",">60",0,"Ja",NA,NA,NA,"male",0.34479523,0.79180282,0,0,0,0,1,0,1,NA
"better","intermediate or high","3","a lot","little","40s",3,"Ja",0,"1",10.149415,"male",0.27567521,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","5","some","little",">60",0,"Ja",0,"3",9.8373413,"male",-1.8745584,-2.2495248,0,0,0,0,1,0,1,0
"better","intermediate or high","4","some","some",">60",0,"Ja",0,"3",9.7151108,"male",0.8910414,0.15866753,0,0,0,1,0,0,1,0
"no sibling","dont know","6","a lot","a lot","40s",0,"Ja",0,"4",10.741834,"male",0.9449876,0.79180282,0,0,0,0,0,1,0,0
"no sibling","dont know","3","hardly at all","little",">60",0,"Ja",0,"1",9.9836559,"male",-2.681236,-1.3116957,0,1,0,0,0,0,1,0
"better","intermediate or high","4","hardly at all","some","50s",0,"Nee",NA,NA,9.4224367,"female",0.21734533,-0.77916163,0,0,0,0,0,1,0,NA
"better","intermediate or high","Ik wil het niet zeggen","a lot","hardly at all","40s",0,"Nee",0,"1",10.000335,"male",-2.4862831,-4.6797991,0,0,1,0,0,0,0,0
"better","intermediate or high","6","a lot","a lot","50s",0,"Ja",NA,NA,9.6756029,"male",0.047091354,0.15866753,0,1,0,0,0,0,1,NA
"better","intermediate or high","5","hardly at all","some","50s",0,"Ja",0,"3",10.282115,"male",0.9449876,0.79180282,0,1,0,0,0,0,0,1
"worse","intermediate or high","5","some","some","40s",0,"Nee",0,"3",10.264787,"female",0.15739989,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","5","hardly at all","little",">60",0,"Nee",0,"4",10.258967,"male",0.82272071,0.79180282,0,0,0,0,0,1,1,1
"no sibling","low","3","little","hardly at all",">60",0,"Nee",0,"4",9.7764654,"male",0.77019387,-0.44740623,0,0,1,0,0,0,1,0
"worse","intermediate or high","6","some","some",">60",0,"Ja",0,"3",9.6578827,"male",0.69499332,-0.44740623,0,1,0,0,0,0,1,0
"better","intermediate or high","4","little","some",">60",0,"Ja",0,"4",10.190515,"male",0.83784181,-0.77916163,0,0,0,0,1,0,1,0
"better","intermediate or high","6","some","some","50s",0,"Nee",0,"2",10.483934,"female",0.25603813,0.15866753,0,0,0,0,0,1,0,0
"better","intermediate or high","4","hardly at all","little","40s",3,"Ja",0,"4",10.297585,"female",-2.2408297,0.49042296,0,0,1,0,0,0,0,0
"worse","intermediate or high","6","a lot","some","40s",2,"Ja",0,"3",10.758887,"male",0.80457455,0.79180282,0,0,0,0,1,0,0,1
"no sibling","dont know","4","hardly at all","hardly at all","50s",0,"Ja",NA,NA,NA,"female",-2.4862831,-4.6797991,0,0,0,0,1,0,0,NA
"no sibling","dont know","Ik wil het niet zeggen","some","some","40s",3,"Ja",0,"2",9.8494177,"female",-1.8246182,-4.6797991,0,1,0,0,0,0,0,0
"better","intermediate or high","6","some","little",">60",0,"Ja",0,"4",10.167801,"female",0.89946336,0.49042296,0,0,1,0,0,0,0,1
"no sibling","intermediate or high","2","some","little","40s",0,"Nee",1,"2",9.4976826,"male",0.69823271,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","5","some","some","30s",2,"Ja",0,NA,10.39313,"female",-2.4173326,-1.0103158,0,0,0,1,0,0,0,0
"better","intermediate or high","4","some","little",">60",0,"Ja",NA,NA,NA,"female",-1.9718207,-0.14602637,0,1,0,0,0,0,1,NA
"better","intermediate or high","5","some","a lot","50s",0,"Nee",0,"3",9.9454489,"female",0.5733999,-2.5763009,0,0,0,0,1,0,0,0
"better","intermediate or high","6","a lot","little",">60",0,"Ja",NA,NA,NA,"male",0.72749764,0.49042296,0,0,0,0,0,1,1,NA
"better","dont know","5","some","some","50s",0,"Nee",0,"2",9.9444046,"male",-0.50111455,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","5","little","some","40s",0,"Ja",0,"2",10.106076,"female",-1.5529176,0.79180282,0,0,1,0,0,0,0,0
"no sibling","low","6","a lot","a lot",">60",0,"Nee",1,"2",10.309026,"male",0.32270783,-3.7452841,0,0,0,0,0,1,0,1
"no sibling","intermediate or high","5","little","some",">60",0,"Ja",0,"4",9.879837,"male",-0.84457517,-4.6797991,0,1,0,0,0,0,1,0
"worse","intermediate or high","3","hardly at all","some","40s",0,"Nee",0,"3",10.039872,"male",0.42035186,-0.37718052,0,0,1,0,0,0,0,1
"better","intermediate or high","4","some","little",">60",0,"Ja",0,"4",9.882246,"female",0.76899433,0.79180282,0,1,0,0,0,0,1,1
"worse","intermediate or high","4","little","little","50s",0,"Nee",NA,NA,10.255797,"male",-0.24549256,-0.14271231,0,0,1,0,0,0,0,NA
"better","intermediate or high","5","a lot","some","50s",0,"Ja",0,"3",10.60303,"male",0.87911451,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","6","some","some",">60",0,"Ja",0,"2",9.5347691,"male",0.32470506,0.49042296,0,0,1,0,0,0,1,0
"better","dont know","4","some","some",">60",0,"Ja",NA,NA,NA,"male",-0.86294258,-1.3116957,0,0,0,1,0,0,1,NA
"better","low","6","a lot","a lot","40s",1,"Ja",0,"3",10.044277,"male",1.0239724,0.79180282,0,0,1,0,0,0,0,1
"better","intermediate or high","6","some","some","40s",5,"Ja",NA,NA,10.419888,"female",-1.607916,-2.2716069,0,0,0,1,0,0,0,NA
"better","intermediate or high","4","some","little","30s",0,"Nee",0,"2",9.7072182,"female",0.3577933,-0.67856038,0,0,0,0,0,1,0,0
"better","intermediate or high","6","a lot","some","50s",2,"Ja",0,"4",10.220334,"male",1.0239724,0.79180282,0,0,0,1,0,0,0,1
"worse","intermediate or high","5","some","some",">60",0,"Ja",0,"4",9.9502487,"male",1.0239724,0.79180282,0,0,0,0,1,0,1,1
"worse","intermediate or high","4","some","some",">60",0,"Ja",0,"4",10.440837,"male",0.70937991,0.79180282,0,0,0,1,0,0,1,0
"no sibling","intermediate or high","5","a lot","little","50s",0,"Ja",0,"3",9.6604404,"female",0.51942891,0.49042296,0,0,0,1,0,0,0,1
"better","intermediate or high","6","some","some",">60",0,"Nee",NA,NA,NA,"male",0.59370762,0.15866753,0,0,0,1,0,0,0,NA
"better","intermediate or high","5","little","some","40s",0,"Nee",0,"3",10.264789,"female",-2.0862846,-0.14602637,0,0,0,0,1,0,0,0
"better","low","6","little","some","50s",0,"Nee",0,"3",10.198732,"male",0.82730883,0.79180282,0,0,0,1,0,0,0,0
"worse","intermediate or high","4","some","little",">60",0,"Ja",0,"3",10.212232,"female",0.61728662,0.79180282,0,1,0,0,0,0,0,1
"no sibling","intermediate or high","6","some","a lot","40s",2,"Ja",0,"4",10.481788,"male",0.68748438,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","5","some","some","50s",2,"Ja",0,"3",10.075731,"male",0.87911451,0.49042296,0,0,0,1,0,0,0,1
"worse","intermediate or high","6","little","a lot","50s",0,"Ja",0,"3",9.96381,"female",0.040540233,0.79180282,NA,NA,NA,NA,NA,NA,0,0
"better","intermediate or high","4","hardly at all","some","40s",1,"Ja",NA,NA,NA,"female",0.52025545,-0.37718052,0,0,0,1,0,0,0,NA
"worse","intermediate or high","4","hardly at all","hardly at all",">60",0,"Ja",0,"2",7.9464273,"male",-1.8304069,-0.67856038,0,0,1,0,0,0,1,0
"no sibling","low","4","little","little","50s",0,"Ja",NA,NA,9.5164499,"male",-1.5438222,-2.8776808,1,0,0,0,0,0,0,NA
"better","intermediate or high","5","some","a lot","50s",0,"Nee",0,"3",9.721447,"female",-0.41281915,-0.67856038,0,0,0,0,1,0,0,0
"better","intermediate or high","5","some","a lot","40s",2,"Ja",0,"1",10.277684,"male",-1.0230633,-0.14602637,0,1,0,0,0,0,0,1
"no sibling","intermediate or high","6","little","some",">60",0,"Ja",0,"4",10.200404,"female",0.70105428,0.79180282,0,0,0,0,0,1,0,1
"no sibling","intermediate or high","4","some","a lot",">60",0,"Ja",0,"4",10.757657,"male",0.80457455,0.79180282,0,0,0,0,0,1,1,1
"better","intermediate or high","5","hardly at all","little",">60",0,"Ja",0,"4",10.009167,"male",0.89384645,0.79180282,0,0,0,0,1,0,1,1
"no sibling","intermediate or high","4","some","some","30s",2,"Ja",0,"2",9.5685234,"female",-1.6632853,-0.77916163,0,0,1,0,0,0,0,0
"better","low","6","some","some","40s",2,"Ja",0,"3",10.011326,"female",0.37045655,0.15866753,0,0,0,0,1,0,0,1
"better","intermediate or high","5","some","little","50s",0,"Nee",0,"1",9.1990662,"female",0.26861173,-1.3150097,0,1,0,0,0,0,0,0
"worse","intermediate or high","4","little","some","50s",0,"Ja",0,"4",10.245617,"male",-0.91050822,0.79180282,0,0,0,0,0,1,0,0
"no sibling","low","5","some","some","30s",2,"Ja",NA,NA,NA,"female",0.48171684,0.79180282,0,1,0,0,0,0,0,NA
"better","intermediate or high","4","little","little","50s",0,"Ja",0,"3",10.725906,"female",-2.4173326,0.15866753,0,0,1,0,0,0,0,0
"worse","intermediate or high","5","little","little","40s",0,"Nee",NA,NA,NA,"male",0.55156553,-0.77916163,0,1,0,0,0,0,0,NA
"better","intermediate or high","6","little","little",">60",0,"Ja",0,"4",10.093552,"male",0.87408167,0.79180282,0,1,0,0,0,0,1,1
"better","intermediate or high","Ik wil het niet zeggen","little","some",">60",0,"Nee",0,"2",8.5783033,"female",0.19160409,-3.5108159,1,0,0,0,0,0,0,0
"worse","intermediate or high","6","hardly at all","little","50s",0,"Ja",0,"3",9.2266483,"male",0.89946336,-0.44740623,0,0,1,0,0,0,1,1
"worse","intermediate or high","5","little","some","40s",1,"Ja",NA,NA,10.714944,"female",0.78039581,0.49042296,0,0,0,0,1,0,0,NA
"better","intermediate or high","6","little","a lot","50s",1,"Ja",NA,NA,NA,"female",0.8200981,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","little","little","50s",1,"Nee",NA,NA,9.6542492,"female",0.28639239,-3.2094362,1,0,0,0,0,0,0,NA
"better","intermediate or high","4","hardly at all","little",">60",0,"Nee",0,"2",9.2267189,"female",-0.91952682,-3.4405901,1,0,0,0,0,0,0,0
"worse","intermediate or high","5","some","some","50s",0,"Ja",0,"4",10.594796,"female",-0.5086472,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","little","30s",4,"Ja",NA,NA,NA,"female",0.56132942,0.49042296,0,0,0,0,1,0,0,NA
"no sibling","dont know","5","some","a lot","50s",2,"Ja",0,"4",7.9661646,"male",0.66274452,0.49042296,0,0,0,0,1,0,0,1
"better","intermediate or high","4","little","hardly at all",">60",0,"Nee",NA,NA,NA,"female",0.44923952,0.49042296,0,0,0,0,1,0,1,NA
"worse","low","4","little","some","50s",0,"Ja",0,"4",10.646543,"male",0.85747272,0.79180282,0,0,0,0,1,0,1,0
"worse","low","5","some","hardly at all","50s",0,"Ja",0,"4",10.786971,"male",0.8910414,0.79180282,0,0,0,0,1,0,1,1
"better","intermediate or high","6","little","a lot","50s",0,"Ja",1,"4",10.818197,"male",0.63696802,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","3","little","hardly at all",">60",0,"Ja",0,"4",10.710279,"male",0.89946336,0.79180282,0,0,0,0,1,0,1,0
"better","intermediate or high","6","a lot","a lot","50s",1,"Ja",0,"4",10.610079,"male",0.87911451,0.79180282,0,0,0,0,0,1,0,1
"worse","intermediate or high","3","little","some",">60",0,"Nee",0,"2",9.8456793,"male",0.63929451,-0.14602637,1,0,0,0,0,0,1,1
"worse","intermediate or high","4","hardly at all","little",">60",0,"Ja",0,"4",10.571155,"male",0.64676011,0.79180282,0,0,1,0,0,0,1,0
"better","intermediate or high","4","hardly at all","little","50s",0,"Nee",NA,NA,NA,"female",-1.0188564,0.79180282,0,0,1,0,0,0,0,NA
"better","intermediate or high","5","a lot","some",">60",0,"Nee",0,"4",10.081505,"male",0.80457455,0.79180282,0,0,0,0,1,0,1,0
"worse","intermediate or high","4","hardly at all","some",">60",0,"Ja",0,"1",9.3757915,"female",0.19497566,-0.14271231,0,0,1,0,0,0,0,1
"no sibling","intermediate or high","5","hardly at all","some",">60",0,"Ja",0,"2",9.9064999,"female",0.11455765,-0.44740623,0,1,0,0,0,0,0,0
"better","intermediate or high","6","some","some","40s",0,"Nee",0,"2",10.26385,"female",0.33329916,0.15866753,0,0,0,0,0,1,0,1
"better","intermediate or high","4","hardly at all","little","40s",1,"Ja",0,"3",10.217445,"female",-2.1839421,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","5","little","little","40s",2,"Ja",0,"3",10.365989,"male",0.73216259,0.79180282,0,1,0,0,0,0,0,1
"no sibling","low","4","little","some",">60",0,"Nee",NA,NA,9.4073038,"male",-1.8314317,-0.67856038,1,0,0,0,0,0,1,NA
"better","intermediate or high","5","some","some","40s",3,"Ja",0,"3",10.53973,"female",0.6076526,0.79180282,0,0,0,0,1,0,0,0
"no sibling","intermediate or high","6","some","some",">60",0,"Ja",1,"3",9.9952087,"male",0.83358723,0.79180282,0,0,0,0,1,0,1,1
"worse","intermediate or high","5","hardly at all","some",">60",0,"Ja",0,"4",10.423506,"female",0.47488347,0.79180282,0,0,0,0,1,0,0,0
"better","low","5","some","some","50s",0,"Nee",NA,NA,9.2580872,"male",0.58815336,0.49042296,0,1,0,0,0,0,0,NA
"worse","intermediate or high","5","little","little","40s",2,"Ja",NA,NA,10.26027,"male",0.73216259,0.15866753,0,1,0,0,0,0,0,NA
"no sibling","dont know","5","little","little","40s",1,"Ja",0,"1",10.423004,"male",0.46559253,0.79180282,0,0,1,0,0,0,0,0
"no sibling","intermediate or high","2","little","some","50s",0,"Ja",0,"2",9.5729141,"female",-0.63679594,-1.3116957,0,1,0,0,0,0,0,0
"better","intermediate or high","6","some","some",">60",0,"Ja",0,"4",10.396019,"male",0.83990026,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","5","little","some","50s",1,"Ja",0,"3",10.399953,"female",0.35503367,0.79180282,0,1,0,0,0,0,0,0
"no sibling","low","4","hardly at all","little","50s",2,"Ja",NA,NA,NA,"male",0.28274912,0.79180282,0,1,0,0,0,0,0,NA
"worse","intermediate or high","4","some","some",">60",0,"Ja",0,"4",10.128345,"male",0.58682656,0.79180282,0,0,0,0,1,0,0,0
"worse","intermediate or high","5","some","a lot","40s",0,"Ja",0,"4",9.6468449,"male",0.719172,0.79180282,1,0,0,0,0,0,0,1
"better","low","6","hardly at all","hardly at all","40s",0,"Nee",0,"1",9.8805285,"male",0.024566285,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","5","little","some","40s",2,"Ja",0,"3",10.12622,"male",0.82013547,0.79180282,0,0,1,0,0,0,0,0
